x, y, height, width
168,2272,16,16
168,2384,16,16
168,2400,16,16
168,2416,16,16
168,2432,16,16
168,2480,16,16
168,2496,16,16
168,2512,16,16
168,2608,16,32
168,2864,16,32
168,2912,16,16
168,2928,16,16
168,2944,16,16
168,2960,16,16
168,2976,16,16
168,2992,16,16
168,3008,16,16
168,3024,16,16
170,608,16,32
170,736,16,32
170,912,16,32
172,608,16,32
172,736,16,32
172,912,16,32
174,608,16,32
174,736,16,32
174,912,16,32
176,608,16,32
176,736,16,32
176,912,16,32
178,608,16,32
178,736,16,32
178,912,16,32
180,608,16,32
180,736,16,32
180,912,16,32
182,608,16,32
182,736,16,32
182,912,16,32
184,448,16,32
184,608,16,32
184,736,16,32
184,912,16,32
184,2144,16,16
184,2160,16,16
184,2176,16,16
184,2192,16,16
184,2240,16,16
184,2256,16,16
184,2272,16,16
184,2288,16,16
184,2368,16,16
184,2384,16,16
184,2400,16,16
184,2416,16,16
184,2432,16,16
184,2480,16,16
184,2496,16,16
184,2512,16,16
184,2528,16,16
184,2608,16,32
184,2864,16,32
184,2896,16,16
184,2912,16,16
184,2928,16,16
184,2944,16,16
184,2960,16,16
184,2976,16,16
184,2992,16,16
184,3008,16,16
184,3024,16,16
184,3168,16,16
200,0,16,16
200,16,16,16
200,32,16,16
200,48,16,16
200,64,16,16
200,80,16,16
200,96,16,16
200,112,16,16
200,128,16,16
200,144,16,16
200,160,16,16
200,176,16,16
200,192,16,16
200,208,16,16
200,224,16,16
200,240,16,16
200,256,16,16
200,272,16,16
200,288,16,16
200,304,16,16
200,320,16,16
200,336,16,16
200,352,16,16
200,368,16,16
200,384,16,16
200,400,16,16
200,416,16,16
200,432,16,16
200,448,16,16
200,464,16,16
200,480,16,16
200,496,16,16
200,512,16,16
200,528,16,16
200,544,16,16
200,560,16,16
200,576,16,16
200,592,16,16
200,608,16,16
200,624,16,16
200,640,16,16
200,656,16,16
200,672,16,16
200,688,16,16
200,704,16,16
200,720,16,16
200,736,16,16
200,752,16,16
200,768,16,16
200,784,16,16
200,800,16,16
200,816,16,16
200,832,16,16
200,848,16,16
200,864,16,16
200,880,16,16
200,896,16,16
200,912,16,16
200,928,16,16
200,944,16,16
200,960,16,16
200,976,16,16
200,992,16,16
200,1008,16,16
200,1024,16,16
200,1040,16,16
200,1056,16,16
200,1072,16,16
200,1088,16,16
200,1136,16,16
200,1152,16,16
200,1168,16,16
200,1184,16,16
200,1200,16,16
200,1216,16,16
200,1232,16,16
200,1248,16,16
200,1264,16,16
200,1280,16,16
200,1296,16,16
200,1312,16,16
200,1328,16,16
200,1344,16,16
200,1360,16,16
200,1424,16,16
200,1440,16,16
200,1456,16,16
200,1472,16,16
200,1488,16,16
200,1504,16,16
200,1520,16,16
200,1536,16,16
200,1552,16,16
200,1568,16,16
200,1584,16,16
200,1600,16,16
200,1616,16,16
200,1632,16,16
200,1648,16,16
200,1664,16,16
200,1680,16,16
200,1696,16,16
200,1712,16,16
200,1728,16,16
200,1744,16,16
200,1760,16,16
200,1776,16,16
200,1792,16,16
200,1808,16,16
200,1824,16,16
200,1840,16,16
200,1856,16,16
200,1872,16,16
200,1888,16,16
200,1904,16,16
200,1920,16,16
200,1936,16,16
200,1952,16,16
200,1968,16,16
200,1984,16,16
200,2000,16,16
200,2016,16,16
200,2032,16,16
200,2048,16,16
200,2064,16,16
200,2080,16,16
200,2096,16,16
200,2112,16,16
200,2128,16,16
200,2144,16,16
200,2160,16,16
200,2176,16,16
200,2192,16,16
200,2208,16,16
200,2224,16,16
200,2240,16,16
200,2256,16,16
200,2272,16,16
200,2288,16,16
200,2304,16,16
200,2320,16,16
200,2336,16,16
200,2352,16,16
200,2368,16,16
200,2384,16,16
200,2400,16,16
200,2416,16,16
200,2432,16,16
200,2480,16,16
200,2496,16,16
200,2512,16,16
200,2528,16,16
200,2544,16,16
200,2560,16,16
200,2576,16,16
200,2592,16,16
200,2608,16,16
200,2624,16,16
200,2640,16,16
200,2656,16,16
200,2672,16,16
200,2688,16,16
200,2704,16,16
200,2720,16,16
200,2736,16,16
200,2752,16,16
200,2768,16,16
200,2784,16,16
200,2800,16,16
200,2816,16,16
200,2832,16,16
200,2848,16,16
200,2864,16,16
200,2880,16,16
200,2896,16,16
200,2912,16,16
200,2928,16,16
200,2944,16,16
200,2960,16,16
200,2976,16,16
200,2992,16,16
200,3008,16,16
200,3024,16,16
200,3040,16,16
200,3056,16,16
200,3072,16,16
200,3088,16,16
200,3104,16,16
200,3120,16,16
200,3136,16,16
200,3152,16,16
200,3168,16,16
200,3184,16,16
200,3200,16,16
200,3216,16,16
200,3232,16,16
200,3248,16,16
200,3264,16,16
200,3280,16,16
200,3296,16,16
200,3312,16,16
200,3328,16,16
200,3344,16,16
200,3360,16,16
